,Unnamed: 0,id,bedroom,bathroom,building_area,land_area,price,latitude,longitude,log_price
852,6111,515360,3,4,120,90,2500000000,-7.3091081,112.6987175,21.639556569220566
853,6120,182289,3,2,120,193,1150000000,-7.3012563,112.7504562,20.863027780191135
854,6131,746630,3,2,120,100,1880000000,-7.3270166,112.7757432,21.354537614320183
855,6152,237808,3,3,121,112,1800000000,-7.27499599999999,112.7823183,21.311052502404085
856,6162,768064,2,1,122,122,1200000000,-7.2164515,112.7328955,20.905587394573697
857,6169,881427,2,1,122,122,1000000000,-7.2383839,112.7311902,20.72326583794641
858,6173,177203,3,2,122,144,2550000000,-7.3217562,112.7876793,21.659359196508902
859,6175,293908,3,2,122,200,4500000000,-7.2775179,112.7839788,22.227343233944907
860,6196,940755,3,3,123,135,2900000000,-7.3100537,112.6407229,21.787976574283665
861,6226,688642,4,2,124,135,2500000000,-7.3098224,112.7643726,21.639556569220566
862,6233,959107,3,2,124,124,2200000000,-7.2936339,112.7193093,21.511723197765225
863,6234,734582,3,3,124,120,2400000000,-7.3130345,112.6635654,21.59873457471698
864,6235,835638,3,3,124,140,2800000000,-7.2652946,112.8056107,21.75288525448471
865,6254,159583,3,3,124,140,3000000000,-7.2647841,112.8074998,21.821878125947855
866,6256,414620,3,4,124,99,1700000000,-7.3262503,112.8046196,21.253894088596816
867,6257,949979,3,3,125,86,1975000000,-7.2874081,112.7681806,21.403834235805824
868,6261,777313,5,4,125,120,2300000000,-7.2881903,112.8035863,21.556174960316298
869,6262,919069,5,4,125,82,1850000000,-7.26390059999999,112.7958415,21.338451476577184
870,6303,334877,3,2,125,80,675000000,-7.3111852,112.8003604,20.330223250318284
871,6315,241606,2,1,125,108,2800000000,-7.2904534,112.7575595,21.75288525448471
872,6316,997913,3,3,125,78,1850000000,-7.2741702,112.7962405,21.338451476577184
873,6318,884377,3,3,125,125,1600000000,-7.3097926,112.6631179,21.193269466817146
874,6323,434589,3,2,125,161,1500000000,-7.3372341,112.7396923,21.12873094572124
875,6326,664112,3,3,125,75,1850000000,-7.3039752,112.7690282,21.338451476577184
876,6333,639489,3,3,125,91,975000000,-7.2389113,112.6300589,20.69794802998776
878,6367,226079,3,2,125,100,2000000000,-7.2894013,112.7443082,21.416413018006356
879,6394,419752,3,3,125,120,2400000000,-7.2603585,112.6380651,21.59873457471698
880,6426,931287,3,2,125,80,1375000000,-7.2664687,112.7928179,21.041719568792217
881,6467,371298,2,1,125,125,900000000,-7.2683324,112.7697429,20.617905322399697
882,6473,274479,5,3,125,150,3500000000,-7.2898127,112.6482039,21.97602880572749
883,6480,800048,4,4,125,86,1975000000,-7.2984141,112.7658623,21.403834235805824
884,6492,534582,3,1,125,150,1800000000,-7.3207883,112.7649328,21.311052502404085
885,6514,608568,3,3,125,80,1750000000,-7.26692,112.73597,21.28288162545326
886,6527,34501,3,2,125,80,675000000,-7.3108746,112.7998822,20.330223250318284
887,6533,679300,3,2,125,80,1450000000,-7.2674675,112.7929745,21.094829394068547
888,6594,911046,3,2,126,105,2500000000,-7.2975394,112.6516045,21.639556569220566
889,6597,945097,2,2,126,132,2200000000,-7.3244338,112.6758963,21.511723197765225
890,6599,64860,2,2,126,126,800000000,-7.2476882,112.7494759,20.5001222868822
891,6603,565205,5,4,126,176,1530000000,-7.33777709999999,112.6883969,21.14853357300435
892,6613,803973,3,2,126,104,2200000000,-7.26707629999999,112.8035489,21.511723197765225
893,6625,626206,4,3,126,114,2300000000,-7.3304607,112.7687489,21.556174960316298
894,6630,685635,2,1,126,128,1200000000,-7.2702722,112.6431787,20.905587394573697
895,6636,901066,4,3,126,126,2300000000,-7.2731672,112.7696295,21.556174960316298
896,6640,331571,4,2,126,126,1500000000,-7.3351753,112.7137227,21.12873094572124
897,6652,702628,3,2,126,100,1500000000,-7.3208907,112.7944418,21.12873094572124
898,6656,403605,2,1,127,91,1300000000,-7.2881953,112.8112013,20.985630102183134
899,6666,989960,3,1,127,131,900000000,-7.2511236,112.7520129,20.617905322399697
900,6676,49713,3,3,127,91,1900000000,-7.2920927,112.7706871,21.365119723645122
901,6702,560752,4,3,128,128,3000000000,-7.2675427,112.8062724,21.821878125947855
902,6712,787817,3,2,128,133,3800000000,-7.2777343,112.7897979,22.05826690394191
903,6716,547107,9,9,128,78,1050000000,-7.3272881,112.7058123,20.772056002068222
905,6743,78974,9,9,128,78,1050000000,-7.3239949,112.7074037,20.772056002068222
906,6753,886291,3,2,129,86,650000000,-7.2593277,112.767352,20.292482922392416
907,6772,307808,5,4,129,120,1525000000,-7.3079703,112.7774818,21.145260247661522
908,6787,260256,3,3,129,98,1950000000,-7.2686287,112.7923875,21.391095210034887
909,6833,949206,3,2,130,180,3000000000,-7.2954021,112.653018,21.821878125947855
910,6840,928195,3,2,130,131,972000000,-7.2981024,112.7531322,20.69486636345352
911,6855,406320,4,3,130,90,1400000000,-7.3392547,112.7767049,21.05973807428191
912,6858,997172,4,3,130,168,2200000000,-7.320431,112.7919371,21.511723197765225
913,6869,926375,3,3,130,120,2430000000,-7.3114187,112.6624393,21.61115709471039
914,6884,222186,3,3,130,96,1950000000,-7.2709564,112.794963,21.391095210034887
916,6915,274927,3,3,130,90,1850000000,-7.2763463,112.6448316,21.338451476577184
917,6917,747350,3,2,130,90,1175000000,-7.320396,112.7897956,20.884533985393595
918,6920,423780,4,4,130,90,1400000000,-7.2556523,112.7722627,21.05973807428191
919,6925,348156,3,2,130,242,1900000000,-7.3185693,112.6948647,21.365119723645122
920,6936,265543,3,2,130,180,2400000000,-7.26100829999999,112.7125835,21.59873457471698
921,6957,755003,3,3,130,75,1900000000,-7.2609163,112.7898107,21.365119723645122
922,6993,357795,4,4,130,85,1850000000,-7.296276,112.769236,21.338451476577184
923,6995,496836,3,2,130,140,1600000000,-7.253023,112.7565849,21.193269466817146
924,7012,508027,3,1,130,96,1100000000,-7.3183812,112.7867216,20.818576017659826
925,7020,477208,3,3,130,160,3250000000,-7.3012412,112.68678,21.90192083359575
926,7022,395835,3,2,130,241,1725000000,-7.3111454,112.673858,21.268492888009444
927,7023,578215,3,3,130,390,5000000000,-7.3296011,112.718876,22.33270374958051
928,7031,730337,3,3,130,100,1700000000,-7.2962062,112.7784035,21.253894088596816
929,7066,791484,3,3,130,128,1450000000,-7.2748254,112.7819766,21.094829394068547
930,7097,300322,4,2,130,135,1300000000,-7.3350642,112.8106194,20.985630102183134
931,7112,277216,3,1,130,96,1100000000,-7.3229773,112.7918098,20.818576017659826
932,7120,970184,1,1,130,146,2500000000,-7.2972275,112.7220822,21.639556569220566
933,7140,537386,3,1,132,96,2200000000,-7.3219907,112.6682741,21.511723197765225
934,7141,666138,4,2,132,280,6000000000,-7.2932571,112.7315997,22.515025306341133
935,7144,965580,3,2,132,66,550000000,-7.2153876,112.7673223,20.125428838008972
936,7147,851107,3,2,132,179,4000000000,-7.2888102,112.7305768,22.109560198316302
937,7154,128841,4,2,132,280,5600000000,-7.2914411,112.7172471,22.446032434866087
938,7155,44786,5,4,132,128,2200000000,-7.3128425,112.7196111,21.511723197765225
939,7158,930075,4,3,132,216,2200000000,-7.28779439999999,112.7524553,21.511723197765225
940,7161,724126,3,2,132,136,2000000000,-7.2817925,112.6891138,21.416413018006356
941,7172,483937,3,2,132,91,1900000000,-7.2727969,112.7664011,21.365119723645122
942,7198,618162,5,3,135,48,750000000,-7.2646437,112.7326866,20.435583765827964
943,7249,383429,3,4,135,96,2600000000,-7.3137901,112.6656479,21.678777282358464
944,7281,853702,3,3,135,145,3900000000,-7.302319,112.786726,22.08424239033842
945,7300,31415,4,3,135,135,1500000000,-7.2269731,112.7262961,21.12873094572124
946,7326,851219,3,4,135,96,1350000000,-7.3185951,112.7174879,21.02337043013749
947,7359,661904,3,3,135,98,1700000000,-7.3389984,112.7680664,21.253894088596816
948,7386,908694,4,3,135,120,2100000000,-7.2940429,112.7651316,21.465203182151978
949,7413,414049,2,1,135,145,1300000000,-7.2459397,112.7799489,20.985630102183134
950,7416,749970,4,4,135,98,1700000000,-7.2489384,112.7256406,21.253894088596816
951,7434,538446,3,4,135,96,1900000000,-7.2681123,112.7744483,21.365119723645122
952,7439,302203,3,2,135,200,2500000000,-7.3109264,112.7435171,21.639556569220566
953,7445,588388,2,1,135,135,1150000000,-7.3258049,112.6905439,20.863027780191135
954,7451,859909,3,2,135,180,1900000000,-7.2693743,112.792371,21.365119723645122
955,7480,291263,4,2,135,170,2700000000,-7.31377089999999,112.678654,21.716517610327063
956,7485,37644,2,1,135,200,2500000000,-7.31616669999999,112.7485466,21.639556569220566
957,7497,430686,4,2,136,68,700000000,-7.2341236,112.7762277,20.36659089443625
958,7500,925888,4,2,136,120,2100000000,-7.3172897,112.6873055,21.465203182151978
959,7505,220796,3,2,136,123,1700000000,-7.3063537,112.629493,21.253894088596816
960,7546,505736,4,3,137,84,2250000000,-7.2827014,112.7580791,21.534196053607182
961,7570,562973,3,2,137,137,875000000,-7.2961124,112.7470575,20.589734445464746
962,7577,223972,4,3,138,192,2350000000,-7.254475,112.649078,21.57768116552801
963,7588,633632,3,2,138,120,2500000000,-7.2720794,112.7933495,21.639556569220566
964,7603,96440,3,3,138,135,2450000000,-7.2410377,112.6267003,21.619353861911208
965,7606,449642,3,3,138,100,1450000000,-7.2459365,112.7824579,21.094829394068547
966,7633,49823,4,2,139,300,3100000000,-7.3030628,112.7049004,21.854667948760092
967,7635,150344,4,4,139,84,2166000000,-7.3133146,112.7756592,21.49614798598689
968,7674,951066,3,2,140,104,1400000000,-7.241204,112.7821866,21.05973807428191
969,7677,64702,3,3,140,225,2500000000,-7.2485772,112.716107,21.639556569220566
970,7678,209633,3,2,140,112,2800000000,-7.2609466,112.8069431,21.75288525448471
971,7691,607376,3,3,140,95,1650000000,-7.2815463,112.7113373,21.22404112546496
972,7695,436675,6,2,140,71,1100000000,-7.2851111,112.7542378,20.818576017659826
973,7700,797966,3,3,140,100,1600000000,-7.3058843,112.7911863,21.193269466817146
974,7711,397536,2,2,140,264,1500000000,-7.2686081,112.6569628,21.12873094572124
975,7723,465858,4,4,140,140,2400000000,-7.3150852,112.7601004,21.59873457471698
976,7734,791230,5,4,140,135,3900000000,-7.2902051,112.7305737,22.08424239033842
977,7742,881776,2,2,140,200,2300000000,-7.2739437,112.7117854,21.556174960316298
978,7748,45473,3,2,140,190,2500000000,-7.2835373,112.6898866,21.639556569220566
979,7768,245885,3,2,140,105,1620000000,-7.3260646,112.7787447,21.205691986807988
980,7791,752300,3,3,140,95,1550000000,-7.3143727,112.7809842,21.161520768522728
981,7792,974403,3,2,140,153,2300000000,-7.3346941,112.7728773,21.556174960316298
982,7816,819332,4,3,140,105,1590000000,-7.3285853,112.776411,21.18699985380748
983,7859,63348,3,3,140,77,950000000,-7.2412927,112.7776193,20.671972543611492
984,7869,676353,3,2,140,156,2900000000,-7.3206184,112.7263266,21.787976574283665
985,7892,430202,4,4,140,110,2550000000,-7.2931986,112.7749337,21.659359196508902
986,7903,296332,3,2,140,120,1775000000,-7.2687829,112.7955291,21.29706626043717
987,7912,279431,2,1,140,140,900000000,-7.2589432,112.6911282,20.617905322399697
988,7941,103617,3,3,140,90,2021000000,-7.2822795,112.7784734,21.4268582758627
989,7950,811016,3,1,140,152,2150000000,-7.3091215,112.7327795,21.4887336795511
990,8001,709608,3,3,140,180,3000000000,-7.3072869,112.7019388,21.821878125947855
991,8020,821283,5,2,140,132,4200000000,-7.2497698,112.7402396,22.15835036247383
992,8025,222936,3,3,140,120,2950000000,-7.3088821,112.7250317,21.80507100763712
993,8057,265076,4,3,140,110,1100000000,-7.3270663,112.6986227,20.818576017659826
995,8063,585122,3,2,140,190,2500000000,-7.2812215,112.68464,21.639556569220566
996,8065,546493,2,1,140,200,1700000000,-7.3294942,112.7733106,21.253894088596816
997,8078,402496,3,2,142,573,2800000000,-7.2616917,112.7393828,21.75288525448471
998,8088,802837,1,2,142,142,2800000000,-7.2491234,112.7528842,21.75288525448471
999,8091,469170,3,3,142,120,2450000000,-7.3086825,112.7936915,21.619353861911208
1000,8103,676431,4,3,143,210,3000000000,-7.285607,112.6478799,21.821878125947855
1001,8143,219082,3,3,144,135,2900000000,-7.24654199999999,112.732883,21.787976574283665
1002,8161,568234,4,4,144,230,5500000000,-7.2926968,112.6582708,22.428013929366653
1003,8170,953740,3,3,144,96,2000000000,-7.2844501,112.64985,21.416413018006356
1004,8188,912535,3,2,144,127,1500000000,-7.2646023,112.7284761,21.12873094572124
1005,8202,538207,2,2,144,72,1500000000,-7.3136749,112.7972526,21.12873094572124
1006,8212,262593,7,2,144,133,1000000000,-7.290163,112.7614426,20.72326583794641
1007,8217,686072,4,1,144,144,1200000000,-7.3326242,112.7710401,20.905587394573697
1008,8243,539426,3,3,145,160,3250000000,-7.2921409,112.6882149,21.90192083359575
1009,8257,72075,3,3,145,160,3300000000,-7.29784409999999,112.6962844,21.917188305721876
1010,8273,352239,4,4,145,110,2200000000,-7.2933794,112.7658623,21.511723197765225
1011,8288,418882,4,3,145,102,1800000000,-7.295493,112.8139681,21.311052502404085
1012,8330,410795,4,2,145,120,1200000000,-7.2883617,112.7277695,20.905587394573697
1013,8395,764866,3,3,146,180,2590000000,-7.3084057,112.6721851,21.674923713043956
1014,8403,332481,3,4,146,120,2600000000,-7.2838224,112.6679759,21.678777282358464
1015,8404,231309,3,3,146,135,2800000000,-7.2777318,112.6470075,21.75288525448471
1016,8460,179602,3,2,147,161,2350000000,-7.2899027,112.7502965,21.57768116552801
1017,8463,654280,3,2,148,100,650000000,-7.2652197,112.7242455,20.292482922392416
1018,8466,990385,3,2,148,148,900000000,-7.2980215,112.7494759,20.617905322399697
1019,8476,738541,6,4,148,135,2250000000,-7.2913017,112.7800303,21.534196053607182
1020,8484,598472,3,4,149,210,2250000000,-7.3145477,112.738804,21.534196053607182
1021,8485,562013,6,3,149,148,650000000,-7.26137,112.6779866,20.292482922392416
1022,8517,790971,3,2,150,150,1850000000,-7.2633849,112.7991796,21.338451476577184
1023,8521,286326,5,3,150,360,4100000000,-7.2720889,112.7719362,22.134252810900573
1024,8537,791479,3,2,150,91,1750000000,-7.2566361,112.779466,21.28288162545326
1025,8563,175020,3,1,150,200,1500000000,-7.2765124,112.6769954,21.12873094572124
1026,8565,578639,4,2,150,235,2500000000,-7.3129155,112.7796643,21.639556569220566
1027,8573,536124,5,3,150,170,1950000000,-7.2612228,112.7686784,21.391095210034887
1028,8574,886573,4,2,150,98,1400000000,-7.2687219,112.6553809,21.05973807428191
1029,8588,357275,3,1,150,105,1600000000,-7.3015746,112.783893,21.193269466817146
1030,8617,462603,4,2,150,385,3700000000,-7.3258801,112.7459976,22.03159865686686
1031,8627,744833,3,2,150,208,1900000000,-7.2571928,112.7174933,21.365119723645122
1032,8629,840750,5,3,150,360,4500000000,-7.2717836,112.7825715,22.227343233944907
1033,8659,982656,3,3,150,128,3250000000,-7.27879519999999,112.8059881,21.90192083359575
1034,8710,294877,2,1,150,68,1350000000,-7.2578098,112.746607,21.02337043013749
1035,8723,131662,2,1,150,254,2500000000,-7.30188149999999,112.7067329,21.639556569220566
1037,8750,657148,2,3,150,250,3200000000,-7.3383475,112.7169566,21.886416647064593
1038,8752,101237,6,3,150,185,3500000000,-7.2898956,112.7599884,21.97602880572749
1039,8757,118896,3,2,150,227,3700000000,-7.3067493,112.7854094,22.03159865686686
1040,8777,848384,5,2,150,180,1900000000,-7.3149549,112.7770492,21.365119723645122
1041,8791,67671,3,3,150,240,2900000000,-7.3219249,112.7782006,21.787976574283665
1042,8800,385959,3,3,150,180,1650000000,-7.3195638,112.7604242,21.22404112546496
1043,8801,504246,3,2,150,120,1000000000,-7.3180292,112.743069,20.72326583794641
1044,8820,699758,4,2,150,185,2500000000,-7.2538728,112.7752544,21.639556569220566
1045,8825,71195,2,2,150,250,3000000000,-7.29712289999999,112.6318507,21.821878125947855
1046,8839,465281,6,2,150,162,2200000000,-7.2825656,112.6993129,21.511723197765225
1047,8845,138118,3,2,150,181,1600000000,-7.3022666,112.7810552,21.193269466817146
1048,8849,722030,3,3,150,250,3000000000,-7.2980262,112.6316802,21.821878125947855
1049,8854,289885,3,2,150,128,2500000000,-7.2880425,112.6504671,21.639556569220566
1050,8865,925169,3,2,150,162,1300000000,-7.2961042,112.7599044,20.985630102183134
1051,8872,527481,3,3,150,96,2100000000,-7.2883475,112.6542434,21.465203182151978
1052,8879,502601,3,2,150,207,4500000000,-7.2789663,112.7328746,22.227343233944907
1053,8966,79100,3,2,150,128,3500000000,-7.2881876,112.8165542,21.97602880572749
1054,8975,528965,5,3,150,286,3000000000,-7.2849537,112.694305,21.821878125947855
1055,8989,626494,4,2,150,150,2600000000,-7.314234,112.7785328,21.678777282358464
1056,9012,413573,4,2,150,98,1700000000,-7.2631052,112.7685816,21.253894088596816
1057,9015,613389,3,2,150,128,2500000000,-7.2887197,112.6509818,21.639556569220566
1058,9036,304965,3,2,150,100,1450000000,-7.333566,112.7840585,21.094829394068547
1059,9040,855129,2,1,150,182,2500000000,-7.2481385,112.6423842,21.639556569220566
1060,9071,355378,4,3,150,120,1690000000,-7.281856,112.6964031,21.247994366473108
1061,9130,431950,3,3,150,128,3500000000,-7.2679476,112.8029629,21.97602880572749
1062,9151,427746,4,4,150,180,1500000000,-7.3226781,112.7954392,21.12873094572124
1063,9181,330486,3,2,150,144,1650000000,-7.32759069999999,112.7749967,21.22404112546496
1064,9204,791444,4,2,150,450,5000000000,-7.2258873,112.7798199,22.33270374958051
1065,9205,818494,5,3,150,158,1100000000,-7.2678777,112.7060621,20.818576017659826
1066,9243,339373,4,4,150,150,1400000000,-7.260408,112.6731078,21.05973807428191
1067,9269,934914,5,2,150,205,3000000000,-7.2754,112.7599941,21.821878125947855
1068,9292,420956,3,3,152,144,3000000000,-7.31545059999999,112.6754159,21.821878125947855
1069,9294,452402,5,2,152,152,1050000000,-7.2712188,112.6654042,20.772056002068222
1070,9299,588232,4,2,152,212,2900000000,-7.2973055,112.7777765,21.787976574283665
1071,9301,440558,7,6,152,99,2350000000,-7.2844675,112.7106662,21.57768116552801
1072,9326,30965,4,1,153,180,1300000000,-7.2846499,112.7183048,20.985630102183134
1073,9375,371976,3,3,154,96,1800000000,-7.2632115,112.6657161,21.311052502404085
1074,9420,991628,3,3,155,108,2150000000,-7.2739246,112.7934887,21.4887336795511
1075,9424,730624,3,3,155,135,3000000000,-7.304449,112.7853858,21.821878125947855
1076,9461,625964,5,2,155,180,1900000000,-7.33265559999999,112.7137227,21.365119723645122
1077,9475,468753,8,4,155,300,2450000000,-7.2384068,112.7345789,21.619353861911208
1078,9482,445550,3,4,155,135,2600000000,-7.29183739999999,112.7849995,21.678777282358464
1079,9495,313948,3,2,155,207,2450000000,-7.2642106,112.7985024,21.619353861911208
1080,9503,182459,8,4,155,300,2100000000,-7.2425756,112.7309652,21.465203182151978
1081,9534,815126,3,1,156,156,1160000000,-7.2691019,112.6562579,20.87168584292675
1082,9568,284982,3,3,157,150,2500000000,-7.3076474,112.7482342,21.639556569220566
1083,9578,109910,4,3,158,128,2900000000,-7.32864209999999,112.6705194,21.787976574283665
1085,9596,615495,3,2,158,150,3500000000,-7.2971046,112.7487103,21.97602880572749
1086,9598,568311,3,3,159,54,1700000000,-7.3252661,112.6907221,21.253894088596816
1087,9604,233364,4,3,160,128,2250000000,-7.3359399,112.7870648,21.534196053607182
1088,9609,39685,3,2,160,160,2600000000,-7.31628359999999,112.6691143,21.678777282358464
1089,9627,556121,3,3,160,144,4000000000,-7.2932163,112.6562295,22.109560198316302
1090,9641,520956,4,4,160,162,3900000000,-7.2906036,112.6765929,22.08424239033842
1091,9646,22290,5,3,160,225,2500000000,-7.2706257,112.6973715,21.639556569220566
1092,9658,622978,3,2,160,189,1350000000,-7.239666,112.7529806,21.02337043013749
1093,9663,182102,4,2,160,166,2200000000,-7.2484505,112.7742456,21.511723197765225
1094,9666,575751,3,2,160,198,3250000000,-7.2801893,112.6405211,21.90192083359575
1095,9669,298132,3,2,160,160,2100000000,-7.2935986,112.6757715,21.465203182151978
1096,9674,800042,5,2,160,160,1575000000,-7.2368471,112.7681585,21.177521109858926
1097,9681,235951,1,1,160,224,4800000000,-7.3053651,112.6485456,22.291881755068587
1098,9685,212595,3,2,160,136,1900000000,-7.33041319999999,112.723785,21.365119723645122
1099,9686,524548,3,3,160,162,2700000000,-7.2793099,112.64946,21.716517610327063
1100,9700,551141,1,1,160,173,3000000000,-7.2435518,112.7635114,21.821878125947855
1102,9741,998101,4,3,160,200,3250000000,-7.3147663,112.6715299,21.90192083359575
1104,9751,781802,4,2,160,200,1300000000,-7.2605674,112.6871507,20.985630102183134
1105,9762,969156,4,2,160,160,1500000000,-7.2155387,112.7333273,21.12873094572124
1106,9788,476175,5,3,160,200,2850000000,-7.2143332,112.7516371,21.770584831577846
1107,9805,143447,3,2,160,210,3500000000,-7.3138656,112.7249015,21.97602880572749
1108,9814,734292,2,2,160,197,2000000000,-7.3256188,112.7360479,21.416413018006356
1109,9828,523918,4,2,160,100,980000000,-7.2607858,112.7697845,20.703063130649298
1110,9857,649245,3,2,160,48,3800000000,-7.2755015,112.6963406,22.05826690394191
1111,9859,689411,2,2,160,162,1700000000,-7.331615,112.7758827,21.253894088596816
1112,9870,640727,3,2,160,120,1600000000,-7.2394019,112.7815152,21.193269466817146
1113,9875,687577,4,2,160,350,4500000000,-7.3273945,112.7881238,22.227343233944907
1114,9933,98681,3,2,160,244,3000000000,-7.2891762,112.7575776,21.821878125947855
1116,9940,667714,3,2,160,136,1990000000,-7.2532692,112.6312947,21.411400476185324
1117,9950,44059,3,3,160,112,2150000000,-7.3031255,112.7765396,21.4887336795511
1118,9970,38875,4,2,160,88,1200000000,-7.3318362,112.6984078,20.905587394573697
1119,9974,675818,4,3,160,96,1400000000,-7.25646929999999,112.6779684,21.05973807428191
1120,10012,52560,4,4,160,120,2500000000,-7.3241614,112.7398554,21.639556569220566
1121,10028,523571,3,2,160,96,1700000000,-7.3175918,112.7132123,21.253894088596816
1122,10030,618466,8,3,160,176,2600000000,-7.3105965,112.7312138,21.678777282358464
1123,10031,838764,3,2,160,160,2900000000,-7.311863,112.6665296,21.787976574283665
1124,10034,702533,3,3,160,126,1850000000,-7.2357505,112.7938742,21.338451476577184
1125,10035,772944,3,2,160,107,2250000000,-7.2852976,112.7643502,21.534196053607182
1126,10039,832675,4,4,160,120,2500000000,-7.3158485,112.7573955,21.639556569220566
1127,10065,791919,7,2,160,101,850000000,-7.315154,112.6856953,20.560746908625106
1128,10091,348296,3,2,161,162,1500000000,-7.2606528,112.718192,21.12873094572124
1129,10102,867599,3,2,162,162,2650000000,-7.30679659999999,112.6634189,21.6978254773219
1130,10107,145452,3,2,162,216,2180000000,-7.2832305,112.7607066,21.502590714206125
1131,10109,250498,3,2,162,84,1250000000,-7.31577019999999,112.696903,20.94640938906062
1132,10116,884182,3,2,162,84,1300000000,-7.3301102,112.6992922,20.985630102183134
1133,10125,465277,3,4,162,162,1900000000,-7.3114608,112.7669895,21.365119723645122
1134,10155,327443,4,2,163,187,3300000000,-7.3399556,112.720459,21.917188305721876
1135,10157,128761,4,3,163,190,3000000000,-7.27767659999999,112.6928575,21.821878125947855
1136,10178,258837,4,3,165,126,2100000000,-7.2257605,112.7869675,21.465203182151978
1137,10193,199063,4,4,165,67,1900000000,-7.27515199999999,112.790981,21.365119723645122
1138,10201,217073,3,3,165,137,3495000000,-7.3352679,112.7443758,21.974599212918307
1139,10239,11307,2,2,165,165,1300000000,-7.2287351,112.7742973,20.985630102183134
1140,10269,728249,3,2,166,307,3500000000,-7.2822967,112.7071859,21.97602880572749
1141,10271,10028,4,5,166,88,1400000000,-7.2536581,112.7315995,21.05973807428191
1142,10295,37182,5,3,167,167,1300000000,-7.3040748,112.7335902,20.985630102183134
1143,10296,93738,3,1,167,167,1600000000,-7.2764353,112.6990179,21.193269466817146
1144,10301,895749,3,3,167,122,2600000000,-7.3283769,112.7395136,21.678777282358464
1145,10314,271122,3,2,168,225,3000000000,-7.2269423,112.7613933,21.821878125947855
1146,10323,921119,4,2,168,84,1600000000,-7.2558958,112.7743295,21.193269466817146
1147,10334,861848,2,1,168,225,2700000000,-7.2335276,112.7597376,21.716517610327063
1148,10378,528037,4,3,168,168,7000000000,-7.2634287,112.7400859,22.66917598614458
1149,10400,650863,2,2,170,105,1290000000,-7.23891489999999,112.6354968,20.977908056095185
1150,10409,855666,5,3,170,76,1450000000,-7.2570816,112.7715802,21.094829394068547
1151,10426,27426,2,1,170,180,2500000000,-7.3151682,112.6637888,21.639556569220566
1152,10428,902791,3,3,170,119,2700000000,-7.2726932,112.8042075,21.716517610327063
1153,10429,386330,3,3,170,81,1950000000,-7.2973838,112.7721639,21.391095210034887
1154,10434,749859,3,2,170,200,2400000000,-7.3142004,112.7551071,21.59873457471698
1155,10436,904425,3,4,170,125,1900000000,-7.2497111,112.7795751,21.365119723645122
1156,10449,279712,6,2,170,253,1700000000,-7.22256399999999,112.732742,21.253894088596816
1157,10458,632996,2,1,170,144,2600000000,-7.3353787,112.7855199,21.678777282358464
1158,10470,942564,4,3,170,120,2349000000,-7.2973968,112.6761698,21.5772555430489
1159,10477,169032,4,2,170,180,1700000000,-7.2576315,112.6562393,21.253894088596816
1160,10491,773820,4,2,170,140,1300000000,-7.2988502,112.7580842,20.985630102183134
1161,10531,201528,3,2,170,391,3800000000,-7.2617912,112.761692,22.05826690394191
1162,10532,935965,5,2,170,144,1500000000,-7.2828443,112.7585068,21.12873094572124
1163,10537,785430,4,2,170,122,2200000000,-7.2544434,112.7298403,21.511723197765225
1164,10542,511401,6,2,170,253,1700000000,-7.22657609999999,112.7323443,21.253894088596816
1165,10560,922872,3,3,170,264,4200000000,-7.3075015,112.7685253,22.15835036247383
1166,10562,918568,3,1,170,100,2200000000,-7.2524585,112.7902921,21.511723197765225
1167,10563,163133,4,3,170,105,2600000000,-7.2766376,112.6452895,21.678777282358464
1168,10565,711905,4,4,170,287,5500000000,-7.28813359999999,112.6576026,22.428013929366653
1169,10631,335788,3,3,170,128,3800000000,-7.29404799999999,112.789308,22.05826690394191
1170,10654,57115,5,3,170,153,2800000000,-7.2528698,112.7925951,21.75288525448471
1171,10730,236030,8,4,171,171,1900000000,-7.3401082,112.7387672,21.365119723645122
1172,10732,88866,2,2,171,438,3504000000,-7.2614295,112.7582357,21.977171010305945
1173,10742,290699,4,4,172,144,3500000000,-7.2624087,112.8100384,21.97602880572749
1174,10743,160248,3,3,172,240,4500000000,-7.2858116,112.665099,22.227343233944907
1175,10747,815331,3,3,172,172,1250000000,-7.272408,112.7043615,20.94640938906062
1176,10761,271148,3,6,174,150,1975000000,-7.333211,112.7747013,21.403834235805824
1177,10780,923615,4,4,175,126,2750000000,-7.32297669999999,112.6764951,21.734866748988527
1178,10786,939642,4,2,175,200,2000000000,-7.3047866,112.7804171,21.416413018006356
1179,10806,277886,3,3,175,144,3412635757,-7.2568056,112.7881458,21.950750779230287
1181,10831,295889,3,1,175,153,2000000000,-7.3227592,112.7228581,21.416413018006356
1182,10882,716699,4,2,175,300,5500000000,-7.2804928,112.7031443,22.428013929366653
1183,10940,164962,4,2,180,110,2300000000,-7.3235934,112.7658623,21.556174960316298
1184,10972,600489,5,5,180,140,2800000000,-7.31458409999999,112.7576691,21.75288525448471
1185,10989,479166,4,3,180,180,2750000000,-7.297317,112.6575915,21.734866748988527
1186,11000,105951,3,3,180,135,1850000000,-7.2945432,112.7799001,21.338451476577184
1187,11063,798771,4,3,180,96,1500000000,-7.2611898,112.6686104,21.12873094572124
1188,11079,576159,3,3,180,150,2750000000,-7.2954402,112.7744669,21.734866748988527
1189,11082,675698,3,2,180,128,2800000000,-7.3208946,112.7330452,21.75288525448471
